auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,power_carrying,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
10,top,outgoing_up,air,-18,-2,-18,-2,s,-1.0055010410598488e+00+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.5215388644901395e-15-1.0414424878035788e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,6.5215388644901395e-15-1.0414424878035788e-14j,-7.2695721384957412e-01-6.8668275734291206e-01j,-1.1892285714331702e-14+3.0926130035955348e-15j,4.217746647025056e-26,3.866741620699121e-27,dtn_port_modal_amplitudes,3.866741620699121e-27,0.0
11,top,outgoing_up,air,-18,-2,-18,-2,p,-1.0055010410598488e+00+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.4712095077464118e-15-8.9655398284981005e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,4.4712095077464118e-15-8.9655398284981005e-15j,-7.2695721384957412e-01-6.8668275734291206e-01j,-9.4068596167898316e-15+3.4472613809452172e-15j,2.803790137463706e-26,2.570455963229461e-27,dtn_port_modal_amplitudes,2.570455963229461e-27,0.0
12,top,outgoing_up,air,-18,-1,-18,-1,s,-1.0055010410598488e+00+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.5674572750867746e-15+4.6846082568663492e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5674572750867746e-15+4.6846082568663492e-15j,-2.9572578265864841e-01-9.5527287278082473e-01j,4.9386167168485176e-15+1.1198997092237884e-16j,8.62429242852017e-27,7.9065703261149745e-28,dtn_port_modal_amplitudes,7.9065703261149745e-28,0.0
13,top,outgoing_up,air,-18,-1,-18,-1,p,-1.0055010410598488e+00+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.6315674269138487e-15+4.1159558931818317e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.6315674269138487e-15+4.1159558931818317e-15j,-2.9572578265864841e-01-9.5527287278082473e-01j,4.7100833472620772e-15+1.2966706979247621e-15j,8.434776301044619e-27,7.732825917256203e-28,dtn_port_modal_amplitudes,7.732825917256203e-28,0.0
14,top,outgoing_up,air,-18,0,-18,0,s,-1.0055010410598488e+00+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,7.5372698014722639e-01+0.0000000000000000e+00j,7.5372698014722639e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.1378024529681173e-05+1.7810535677324425e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.1378024529681173e-05+1.7810535677324425e-05j,-8.2807273411421978e-01-5.6062068015423827e-01j,3.5968241188729096e-05+2.8427504793653395e-06j,4.880080831704203e-07,4.473955702777072e-08,dtn_port_modal_amplitudes,4.473955702777072e-08,0.0
15,top,outgoing_up,air,-18,0,-18,0,p,-1.0055010410598488e+00+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,7.5372698014722639e-01+0.0000000000000000e+00j,7.5372698014722639e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.9894894422928107e-15+3.1206886387696417e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,4.9894894422928107e-15+3.1206886387696417e-15j,-8.2807273411421978e-01-5.6062068015423827e-01j,-2.3821375770968011e-15-5.3813681381857466e-15j,1.2983241531515336e-26,1.1902763395451881e-27,dtn_port_modal_amplitudes,1.1902763395451881e-27,0.0
16,top,outgoing_up,air,-18,1,-18,1,s,-1.0055010410598488e+00+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.7843506106582933e-15-5.8832938520935348e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,3.7843506106582933e-15-5.8832938520935348e-16j,-2.9572578265864841e-01-9.5527287278082473e-01j,-1.6811451481419734e-15-3.4411033115512986e-15j,5.183748409273231e-27,4.752351765724867e-28,dtn_port_modal_amplitudes,4.752351765724867e-28,0.0
17,top,outgoing_up,air,-18,1,-18,1,p,-1.0055010410598488e+00+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,7.1059052374407972e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.9230315566924733e-15-2.8994739904833933e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.9230315566924733e-15-2.8994739904833933e-15j,-2.9572578265864841e-01-9.5527287278082473e-01j,-1.3101835765165359e-16+9.3813792042096690e-15j,3.111054682079196e-26,2.852149650086613e-27,dtn_port_modal_amplitudes,2.852149650086613e-27,0.0
18,top,outgoing_up,air,-18,2,-18,2,s,-1.0055010410598488e+00+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-9.3862695411455312e-16-8.2563289539024136e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-9.3862695411455312e-16-8.2563289539024136e-15j,-7.2695721384957412e-01-6.8668275734291206e-01j,-4.9871370961886025e-15+6.6465368379222278e-15j,1.9287737126099477e-26,1.7682592662884865e-27,dtn_port_modal_amplitudes,1.7682592662884865e-27,0.0
19,top,outgoing_up,air,-18,2,-18,2,p,-1.0055010410598488e+00+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,5.6164266926042028e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.0906550423112489e-15+5.8351151526523942e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,2.0906550423112489e-15+5.8351151526523942e-15j,-7.2695721384957412e-01-6.8668275734291206e-01j,2.4870561977576042e-15-5.6774958229707678e-15j,1.0732006061066301e-26,9.838877956121525e-28,dtn_port_modal_amplitudes,9.838877956121525e-28,0.0
20,top,outgoing_up,air,-17,-3,-17,-3,s,-8.7983733491625737e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.4072302191318588e-16-1.9575452370127254e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,5.4072302191318588e-16-1.9575452370127254e-15j,9.2364796621979173e-01+3.8324200513258255e-01j,1.2496512812488274e-15-1.6008549018106851e-15j,9.976398347057748e-28,9.146152659608276e-29,dtn_port_modal_amplitudes,9.146152659608276e-29,0.0
21,top,outgoing_up,air,-17,-3,-17,-3,p,-8.7983733491625737e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.1922409184997116e-16-1.0637737224137914e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.1922409184997116e-16-1.0637737224137914e-15j,9.2364796621979173e-01+3.8324200513258255e-01j,2.0467294557647637e-17-1.1432167167860245e-15j,3.1623725344740398e-28,2.899196780307201e-29,dtn_port_modal_amplitudes,2.899196780307201e-29,0.0
22,top,outgoing_up,air,-17,-2,-17,-2,s,-8.7983733491625737e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.0032863427335654e-15-1.7621459846492109e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0032863427335654e-15-1.7621459846492109e-15j,-7.1646603610683524e-01+6.9762197435671358e-01j,1.9481323499741789e-15+5.6260314940027987e-16j,1.5198738611133393e-27,1.393388462800362e-28,dtn_port_modal_amplitudes,1.393388462800362e-28,0.0
23,top,outgoing_up,air,-17,-2,-17,-2,p,-8.7983733491625737e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.3593612371238979e-15+1.2838193813036056e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,3.3593612371238979e-15+1.2838193813036056e-15j,-7.1646603610683524e-01+6.9762197435671358e-01j,-3.3024888409155496e-15+1.4237512356200615e-15j,4.7807690706300695e-27,4.382908764184603e-28,dtn_port_modal_amplitudes,4.382908764184603e-28,0.0
24,top,outgoing_up,air,-17,-1,-17,-1,s,-8.7983733491625737e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.7467810772059883e-16-1.9255708139092502e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.7467810772059883e-16-1.9255708139092502e-16j,4.2951514180004269e-01-9.0305965637076779e-01j,-5.4957802321965277e-16+7.0718032927497187e-16j,3.4362170199568994e-28,3.1502516582388526e-29,dtn_port_modal_amplitudes,3.1502516582388526e-29,0.0
25,top,outgoing_up,air,-17,-1,-17,-1,p,-8.7983733491625737e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.9380909775765078e-14+1.3385441822638444e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,1.9380909775765078e-14+1.3385441822638444e-16j,4.2951514180004269e-01-9.0305965637076779e-01j,8.4452727354787987e-15-1.7444625222830199e-14j,1.6091607616247448e-25,1.4752448195908278e-26,dtn_port_modal_amplitudes,1.4752448195908278e-26,0.0
26,top,outgoing_up,air,-17,0,-17,0,s,-8.7983733491625737e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,8.9723072186687569e-01+0.0000000000000000e+00j,8.9723072186687569e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.0158483459438801e-05-6.7879461867848077e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.0158483459438801e-05-6.7879461867848077e-05j,-9.2064548358816800e-01-3.9039965874563493e-01j,1.0471607675637252e-05+7.8170778235336734e-05j,2.7757949094838687e-06,2.5447905256700596e-07,dtn_port_modal_amplitudes,2.5447905256700596e-07,0.0
27,top,outgoing_up,air,-17,0,-17,0,p,-8.7983733491625737e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,8.9723072186687569e-01+0.0000000000000000e+00j,8.9723072186687569e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.9477749318499385e-14+1.0742317426204054e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.9477749318499385e-14+1.0742317426204054e-14j,-9.2064548358816800e-01-3.9039965874563493e-01j,2.2125898997866330e-14-2.2857593346300523e-15j,2.2079361748783043e-25,2.0241895537445338e-26,dtn_port_modal_amplitudes,2.0241895537445338e-26,0.0
28,top,outgoing_up,air,-17,1,-17,1,s,-8.7983733491625737e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.5934809855251567e-17-1.8943069335362350e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,2.5934809855251567e-17-1.8943069335362350e-15j,4.2951514180004269e-01-9.0305965637076779e-01j,-1.6995327749274598e-15-8.3705419164654470e-16j,1.537490687802627e-27,1.4095391998372011e-28,dtn_port_modal_amplitudes,1.4095391998372011e-28,0.0
29,top,outgoing_up,air,-17,1,-17,1,p,-8.7983733491625737e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,8.6131150003630097e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.6844022751673938e-15-1.7969766587003948e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,6.6844022751673938e-15-1.7969766587003948e-14j,4.2951514180004269e-01-9.0305965637076779e-01j,-1.3356719248055639e-14-1.3754700865387315e-14j,1.5747024817187453e-25,1.443654191646352e-26,dtn_port_modal_amplitudes,1.443654191646352e-26,0.0
30,top,outgoing_up,air,-17,2,-17,2,s,-8.7983733491625737e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.7964297544258446e-15-4.7961634663806766e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7964297544258446e-15-4.7961634663806766e-16j,-7.1646603610683524e-01+6.9762197435671358e-01j,-1.6689560387292929e-15+2.2944796691602357e-15j,2.9756396548189215e-27,2.7280039946464657e-28,dtn_port_modal_amplitudes,2.7280039946464657e-28,0.0
31,top,outgoing_up,air,-17,2,-17,2,p,-8.7983733491625737e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,7.4320999427743650e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.2186895722621919e-15-3.9012264585228954e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,3.2186895722621919e-15-3.9012264585228954e-15j,-7.1646603610683524e-01+6.9762197435671358e-01j,4.1549954511029442e-16+5.0405248309359220e-15j,9.45527713300026e-27,8.668399665780011e-28,dtn_port_modal_amplitudes,8.668399665780011e-28,0.0
32,top,outgoing_up,air,-17,3,-17,3,s,-8.7983733491625737e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.0470736216679301e-15-1.8930634833774746e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.0470736216679301e-15-1.8930634833774746e-15j,9.2364796621979173e-01+3.8324200513258255e-01j,-1.1652739421429122e-15-2.5330488357685941e-15j,1.880495992592424e-27,1.7239992656372171e-28,dtn_port_modal_amplitudes,1.7239992656372171e-28,0.0
33,top,outgoing_up,air,-17,3,-17,3,p,-8.7983733491625737e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,4.8634736018509223e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.8533934838488345e-16+8.0820712504410038e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.8533934838488345e-16+8.0820712504410038e-16j,9.2364796621979173e-01+3.8324200513258255e-01j,-7.5802162122647749e-16+5.6049644228656440e-16j,2.1497987971019e-28,1.97089042575521e-29,dtn_port_modal_amplitudes,1.97089042575521e-29,0.0
34,top,outgoing_up,air,-16,-3,-16,-3,s,-7.5417362877266547e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.7855053253442723e-16+2.0108359422010839e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,4.7855053253442723e-16+2.0108359422010839e-16j,2.1457821859933713e-02-9.9976975443400340e-01j,2.1130594769224470e-16-4.7412553245247556e-16j,8.908154059403004e-29,8.166808712749312e-30,dtn_port_modal_amplitudes,8.166808712749312e-30,0.0
35,top,outgoing_up,air,-16,-3,-16,-3,p,-7.5417362877266547e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.4431339564725667e-15-5.0659241138961001e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,2.4431339564725667e-15-5.0659241138961001e-16j,2.1457821859933713e-02-9.9976975443400340e-01j,-4.5405143751517669e-16-2.4534418054311456e-15j,2.0582314746076603e-27,1.8869434259433096e-28,dtn_port_modal_amplitudes,1.8869434259433096e-28,0.0
36,top,outgoing_up,air,-16,-2,-16,-2,s,-7.5417362877266547e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.4105162310661401e-16-1.8864909634430663e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.4105162310661401e-16-1.8864909634430663e-16j,9.9806667107816216e-01+6.2152394024330732e-02j,-2.2886059806368078e-16-2.0326631104979235e-16j,4.056312517630873e-29,3.7187421984080484e-30,dtn_port_modal_amplitudes,3.7187421984080484e-30,0.0
37,top,outgoing_up,air,-16,-2,-16,-2,p,-7.5417362877266547e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.3278513004364080e-14+8.0680099890513055e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3278513004364080e-14+8.0680099890513055e-15j,9.9806667107816216e-01+6.2152394024330732e-02j,1.2751395135301990e-14+8.8777032443022321e-15j,1.0451442358657449e-25,9.581663041108327e-27,dtn_port_modal_amplitudes,9.581663041108327e-27,0.0
38,top,outgoing_up,air,-16,-1,-16,-1,s,-7.5417362877266547e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.8795633373095563e-16-6.2030380832563370e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,3.8795633373095563e-16-6.2030380832563370e-16j,6.5447224041767227e-01+7.5608603116488837e-01j,7.2290969547451877e-16-1.1264325853857265e-16j,2.5910519439032666e-28,2.3754220514764374e-29,dtn_port_modal_amplitudes,2.3754220514764374e-29,0.0
39,top,outgoing_up,air,-16,-1,-16,-1,p,-7.5417362877266547e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.2585524398373739e-14+5.1155565597279367e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.2585524398373739e-14+5.1155565597279367e-14j,6.5447224041767227e-01+7.5608603116488837e-01j,-7.3093774530983888e-14-6.2792828128061810e-15j,2.605215199730982e-24,2.3884066272171983e-25,dtn_port_modal_amplitudes,2.3884066272171983e-25,0.0
40,top,outgoing_up,air,-16,0,-16,0,s,-7.5417362877266547e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0051660767446178e+00+0.0000000000000000e+00j,1.0051660767446178e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.3290354221184378e-05+5.9525985461853284e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,7.3290354221184378e-05+5.9525985461853284e-05j,2.9121329074825925e-01-9.5665815174051061e-01j,7.8289144465325738e-05-5.2779056698266244e-05j,4.45677290256167e-06,4.085875876042599e-07,dtn_port_modal_amplitudes,4.085875876042599e-07,0.0
41,top,outgoing_up,air,-16,0,-16,0,p,-7.5417362877266547e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0051660767446178e+00+0.0000000000000000e+00j,1.0051660767446178e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.7004610771998626e-14-2.7299267298582214e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.7004610771998626e-14-2.7299267298582214e-13j,2.9121329074825925e-01-9.5665815174051061e-01j,-2.8067329917553816e-13-1.5398587551132167e-14j,3.950166648314624e-23,3.6214298927862946e-24,dtn_port_modal_amplitudes,3.6214298927862946e-24,0.0
42,top,outgoing_up,air,-16,1,-16,1,s,-7.5417362877266547e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.7449158206773331e-17+1.5532464203712521e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.7449158206773331e-17+1.5532464203712521e-15j,6.5447224041767227e-01+7.5608603116488837e-01j,-1.2250762454896196e-15+9.5799843801548202e-16j,1.1707081611104604e-27,1.0732806759388688e-28,dtn_port_modal_amplitudes,1.0732806759388688e-28,0.0
43,top,outgoing_up,air,-16,1,-16,1,p,-7.5417362877266547e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,9.7323860058630784e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.2563573399015253e-15+1.3713448535098389e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.2563573399015253e-15+1.3713448535098389e-13j,6.5447224041767227e-01+7.5608603116488837e-01j,-1.0908902545079918e-13+8.3508197413177642e-14j,9.135960720418024e-24,8.375657079267625e-25,dtn_port_modal_amplitudes,8.375657079267625e-25,0.0
44,top,outgoing_up,air,-16,2,-16,2,s,-7.5417362877266547e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.1764816311781917e-16+1.1262102361813915e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,7.1764816311781917e-16+1.1262102361813915e-16j,9.9806667107816216e-01+6.2152394024330732e-02j,7.0926104693302173e-16+1.5700684154090709e-16j,2.284583217019249e-28,2.094457953616042e-29,dtn_port_modal_amplitudes,2.094457953616042e-29,0.0
45,top,outgoing_up,air,-16,2,-16,2,p,-7.5417362877266547e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,8.7045790775331533e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.5932216442531688e-14-1.7406784075635062e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5932216442531688e-14-1.7406784075635062e-14j,9.9806667107816216e-01+6.2152394024330732e-02j,1.6983287530259678e-14-1.6382905642528299e-14j,2.410692644437202e-25,2.210072430389672e-26,dtn_port_modal_amplitudes,2.210072430389672e-26,0.0
46,top,outgoing_up,air,-16,3,-16,3,s,-7.5417362877266547e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.8085090667437305e-16-1.9539925247292663e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.8085090667437305e-16-1.9539925247292663e-16j,2.1457821859933713e-02-9.9976975443400340e-01j,-2.0352649357205863e-16+3.7657037509067725e-16j,6.057727542799015e-29,5.553597495742901e-30,dtn_port_modal_amplitudes,5.553597495742901e-30,0.0
47,top,outgoing_up,air,-16,3,-16,3,p,-7.5417362877266547e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,6.6473274955836192e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.8554544716272152e-15-1.6962593037323078e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8554544716272152e-15-1.6962593037323078e-15j,2.1457821859933713e-02-9.9976975443400340e-01j,-1.7571405809301710e-15+2.8183989859284747e-15j,3.646941536530672e-27,3.343439473185545e-28,dtn_port_modal_amplitudes,3.343439473185545e-28,0.0
48,top,outgoing_up,air,-15,-4,-15,-4,s,-6.2850992262907335e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,4.1649068496131225e-01+0.0000000000000000e+00j,4.1649068496131225e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.7684169380299880e-14+5.1976201120851338e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.7684169380299880e-14+5.1976201120851338e-14j,-7.4068032228705249e-01-6.7185761897648222e-01j,8.5052939118829913e-14+6.9763754848003780e-15j,1.5085725893874208e-24,1.383027694028188e-25,dtn_port_modal_amplitudes,1.383027694028188e-25,0.0
49,top,outgoing_up,air,-15,-4,-15,-4,p,-6.2850992262907335e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,4.1649068496131225e-01+0.0000000000000000e+00j,4.1649068496131225e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.4554796897520979e-14-3.3351260705741943e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,5.4554796897520979e-14-3.3351260705741943e-14j,-7.4068032228705249e-01-6.7185761897648222e-01j,-6.2814963155984227e-14-1.1950433419105570e-14j,8.469209880714053e-25,7.764393900542106e-26,dtn_port_modal_amplitudes,7.764393900542106e-26,0.0
